MolClin	RefNo	InvNo	OrderNo	Prefix	Gene	Suffix
M	15563	16089	2		TRIT1	+
M	15563	16089	3		ABCA10	+
M	15563	16091	1		TRMT10C/CAMK4	
M	15563	16091	2		TRMT10C	+
M	15563	16091	3		CAMK4	+
M	15563	16095	1		TRMT11/TPD52L1	
M	15563	16095	2		TRMT11	+
M	15563	16095	3		TPD52L1	+
M	15563	16098	1		TRMT61A/NDUFA12	
M	15563	16098	2		TRMT61A	+
M	15563	16098	3		NDUFA12	+
M	15563	16099	1		TRMT61A/AMN	
M	15563	16099	2		TRMT61A	+
M	15563	16099	3		AMN	+
M	15563	16100	1		TRMU/ATXN10	
M	15563	16100	2		TRMU	+
M	15563	16100	3		ATXN10	+
M	15563	16101	1		TRMU/GTSE1	
M	15563	16101	2		TRMU	+
M	15563	16101	3		GTSE1	+
M	15563	16102	1		TRMU/TMEM184B	
M	15563	16102	2		TRMU	+
M	15563	16102	3		TMEM184B	+
M	15563	16103	1		TRMU/PPARA	
M	15563	16103	2		TRMU	+
M	15563	16103	3		PPARA	+
M	15563	16109	1		TRPC4AP/SOGA1	
M	15563	16109	2		TRPC4AP	+
M	15563	16109	3		SOGA1	+
M	15563	16110	1		TRPC4AP/KCNB1	
M	15563	16110	2		TRPC4AP	+
M	15563	16110	3		KCNB1	+
M	15563	16113	1		TRPC4AP/DYNLRB1	
M	15563	16113	2		TRPC4AP	+
M	15563	16113	3		DYNLRB1	+
M	15563	16114	1		TRPC4AP/TMEM245	
M	15563	16114	2		TRPC4AP	+
M	15563	16114	3		TMEM245	+
M	15563	16115	1		TRPC4AP/RBM39	
M	15563	16115	2		TRPC4AP	+
M	15563	16115	3		RBM39	+
M	15563	16117	1		TRPM7/TEPP	
M	15563	16117	2		TRPM7	+
M	15563	16117	3		TEPP	+
M	15563	16121	1		TRPM8/SLC4A4	
M	15563	16121	2		TRPM8	+
M	15563	16121	3		SLC4A4	+
M	15563	16123	1		TRPV3/UBE2G1	
M	15563	16123	2		TRPV3	+
M	15563	16123	3		UBE2G1	+
M	15563	16124	1		TRPV4/KSR2	
M	15563	16124	2		TRPV4	+
M	15563	16124	3		KSR2	+
M	15563	16125	1		TRPV4/GIT2	
M	15563	16125	2		TRPV4	+
M	15563	16125	3		GIT2	+
M	15563	16127	1		TRRAP/ANKIB1	
M	15563	16127	2		TRRAP	+
M	15563	16127	3		ANKIB1	+
M	15563	16132	1		TSC1/SARDH	
M	15563	16132	2		TSC1	+
M	15563	16132	3		SARDH	+
M	15563	16133	1		TSC2/MAPK8IP3	
M	15563	16133	2		TSC2	+
M	15563	16133	3		MAPK8IP3	+
M	15563	16135	1		TSC22D1/EIF2AK2	
M	15563	16135	2		TSC22D1	+
M	15563	16135	3		EIF2AK2	+
M	15563	16138	1		TSC22D1/NUFIP1	
M	15563	16138	2		TSC22D1	+
M	15563	16138	3		NUFIP1	+
M	15563	16142	1		TSC22D2/SDCCAG8	
M	15563	16142	2		TSC22D2	+
M	15563	16142	3		SDCCAG8	+
M	15563	16145	1		TSEN2/ATG7	
M	15563	16145	2		TSEN2	+
M	15563	16145	3		ATG7	+
M	15563	16146	1		TSEN2/SYN2	
M	15563	16146	2		TSEN2	+
M	15563	16146	3		SYN2	+
M	15563	16148	1		TSEN54/NOTUM	
M	15563	16148	2		TSEN54	+
M	15563	16148	3		NOTUM	+
M	15563	16149	1		TSFM/HMGA2	
M	15563	16149	2		TSFM	+
M	15563	16149	3		HMGA2	+
M	15563	16151	1		TSFM/CYP27B1	
M	15563	16151	2		TSFM	+
M	15563	16151	3		CYP27B1	+
M	15563	16152	1		TSFM/LRRIQ1	
M	15563	16152	2		TSFM	+
M	15563	16152	3		LRRIQ1	+
M	15563	16153	1		TSFM/FRS2	
M	15563	16153	2		TSFM	+
M	15563	16153	3		FRS2	+
M	15563	16154	1		TSHZ1/RNASEH2B	
M	15563	16154	2		TSHZ1	+
M	15563	16154	3		RNASEH2B	+
M	15563	16155	1		TSHZ2/TOX2	
M	15563	16155	2		TSHZ2	+
M	15563	16155	3		TOX2	+
M	15563	16157	1		TSHZ3/CDH2	
M	15563	16157	2		TSHZ3	+
M	15563	16157	3		CDH2	+
M	15563	16164	1		TSPAN1/CEP152	
M	15563	16164	2		TSPAN1	+
M	15563	16164	3		CEP152	+
M	15563	16165	1		TSPAN1/EIF2AK2	
M	15563	16165	2		TSPAN1	+
M	15563	16165	3		EIF2AK2	+
M	15563	16166	1		TSPAN10/SQSTM1	
M	15563	16166	2		TSPAN10	+
M	15563	16166	3		SQSTM1	+
M	15563	16167	1		TSPAN13/BZW2	
M	15563	16167	2		TSPAN13	+
M	15563	16167	3		BZW2	+
M	15563	16169	1		TSPAN14/IFIT1	
M	15563	16169	2		TSPAN14	+
M	15563	16169	3		IFIT1	+
M	15563	16172	1		TSPAN15/HK1	
M	15563	16172	2		TSPAN15	+
M	15563	16172	3		HK1	+
M	15563	16174	1		TSPAN18/TEX13B	
M	15563	16174	2		TSPAN18	+
M	15563	16174	3		TEX13B	+
M	15563	16175	1		TSPAN18/PIK3R2	
M	15563	16175	2		TSPAN18	+
M	15563	16175	3		PIK3R2	+
M	15563	16177	1		TSPAN3/PLAT	
M	15563	16177	2		TSPAN3	+
M	15563	16177	3		PLAT	+
M	15563	16178	1		TSPAN31/WIF1	
M	15563	16178	2		TSPAN31	+
M	15563	16178	3		WIF1	+
M	15563	16180	1		TSPAN4/TALDO1	
M	15563	16180	2		TSPAN4	+
M	15563	16180	3		TALDO1	+
M	15563	16183	1		TSPAN5/EMCN	
M	15563	16183	2		TSPAN5	+
M	15563	16183	3		EMCN	+
M	15563	16184	1		TSPAN8/OSBPL8	
M	15563	16184	2		TSPAN8	+
M	15563	16184	3		OSBPL8	+
M	15563	16185	1		TSPAN8/UTRN	
M	15563	16185	2		TSPAN8	+
M	15563	16185	3		UTRN	+
M	15563	16186	1		TSPAN8/IL26	
M	15563	16186	2		TSPAN8	+
M	15563	16186	3		IL26	+
M	15563	16187	1		TSPAN8/ASH2L	
M	15563	16187	2		TSPAN8	+
M	15563	16187	3		ASH2L	+
M	15563	16188	1		TSPAN8/HSP90B1	
M	15563	16188	2		TSPAN8	+
M	15563	16188	3		HSP90B1	+
M	15563	16189	1		TSPAN9/SLC2A13	
M	15563	16189	2		TSPAN9	+
M	15563	16189	3		SLC2A13	+
M	15563	16191	1		TSPAN9/TTC38	
M	15563	16191	2		TSPAN9	+
M	15563	16191	3		TTC38	+
M	15563	16193	1		TSPAN9/KLRG1	
M	15563	16193	2		TSPAN9	+
M	15563	16193	3		KLRG1	+
M	15563	16194	1		TSPAN9/KRT7	
M	15563	16194	2		TSPAN9	+
M	15563	16194	3		KRT7	+
M	15563	16196	1		TSPAN9/TMEM200A	
M	15563	16196	2		TSPAN9	+
M	15563	16196	3		TMEM200A	+
M	15563	16197	1		TSPAN9/DNM1L	
M	15563	16197	2		TSPAN9	+
M	15563	16197	3		DNM1L	+
M	15563	16198	1		TSPAN9/KRT86	
M	15563	16198	2		TSPAN9	+
M	15563	16198	3		KRT86	+
M	15563	16200	1		TSPO/CDH18	
M	15563	16200	2		TSPO	+
M	15563	16200	3		CDH18	+
M	15563	16201	1		TSPO/PRR5	
M	15563	16201	2		TSPO	+
M	15563	16201	3		PRR5	+
M	15563	16202	1		EIPR1/SLC5A6	
M	15563	16202	2		EIPR1	+
M	15563	16202	3		SLC5A6	+
M	15563	16203	1		EIPR1/MYT1L	
M	15563	16203	2		EIPR1	+
M	15563	16203	3		MYT1L	+
M	15563	16204	1		TSSC4/LSP1	
M	15563	16204	2		TSSC4	+
M	15563	16204	3		LSP1	+
M	15563	16205	1		TTBK2/UBR1	
M	15563	16205	2		TTBK2	+
M	15563	16205	3		UBR1	+
M	15563	16209	1		TTC17/TMPRSS4	
M	15563	16209	2		TTC17	+
M	15563	16209	3		TMPRSS4	+
M	15563	16210	1		TTC17/API5	
M	15563	16210	2		TTC17	+
M	15563	16210	3		API5	+
M	15563	16211	1		TTC19/MMP28	
M	15563	16211	2		TTC19	+
M	15563	16211	3		MMP28	+
M	15563	16213	1		TTC21B/COBLL1	
M	15563	16213	2		TTC21B	+
M	15563	16213	3		COBLL1	+
M	15563	16215	1		TTC23/TCF12	
M	15563	16215	2		TTC23	+
M	15563	16215	3		TCF12	+
M	15563	16216	1		TTC23L/CACNA2D3	
M	15563	16216	2		TTC23L	+
M	15563	16216	3		CACNA2D3	+
M	15563	16217	1		TTC27/BIRC6	
M	15563	16217	2		TTC27	+
M	15563	16217	3		BIRC6	+
M	15563	16219	1		TTC27/DHX57	
M	15563	16219	2		TTC27	+
M	15563	16219	3		DHX57	+
M	15563	16220	1		TTC27/ARHGEF33	
M	15563	16220	2		TTC27	+
M	15563	16220	3		ARHGEF33	+
M	15563	16221	1		TTC28/ARHGAP15	
M	15563	16221	2		TTC28	+
M	15563	16221	3		ARHGAP15	+
M	15563	16222	1		TTC28/NEFH	
M	15563	16222	2		TTC28	+
M	15563	16222	3		NEFH	+
M	15563	16225	1		TTC28/EWSR1	
M	15563	16225	2		TTC28	+
M	15563	16225	3		EWSR1	+
M	15563	16227	1		TTC3/CBS	
M	15563	16227	2		TTC3	+
M	15563	16227	3		CBS	+
M	15563	16228	1		TTC31/INO80B	
M	15563	16228	2		TTC31	+
M	15563	16228	3		INO80B	+
M	15563	16231	1		TTC39A/MRPL37	
M	15563	16231	2		TTC39A	+
M	15563	16231	3		MRPL37	+
M	15563	16233	1		TTC39A/FGGY	
M	15563	16233	2		TTC39A	+
M	15563	16233	3		FGGY	+
M	15563	16235	1		TTC39B/LURAP1L	
M	15563	16235	2		TTC39B	+
M	15563	16235	3		LURAP1L	+
M	15563	16238	1		TTC39C/NPC1	
M	15563	16238	2		TTC39C	+
M	15563	16238	3		NPC1	+
M	15563	16239	1		TTC4/SSBP3	
M	15563	16239	2		TTC4	+
M	15563	16239	3		SSBP3	+
M	15563	16240	1		TTC6/HOXA1	
M	15563	16240	2		TTC6	+
M	15563	16240	3		HOXA1	+
M	15563	16241	1		TTC6/MIPOL1	
M	15563	16241	2		TTC6	+
M	15563	16241	3		MIPOL1	+
M	15563	16244	1		TTC6/POLR3A	
M	15563	16244	2		TTC6	+
M	15563	16244	3		POLR3A	+
M	15563	16245	1		TTC6/ERCC6L2	
M	15563	16245	2		TTC6	+
M	15563	16245	3		ERCC6L2	+
M	15563	16246	1		TTC6/ADAMTS5	
M	15563	16246	2		TTC6	+
M	15563	16246	3		ADAMTS5	+
M	15563	16248	1		TTC6/SKAP2	
M	15563	16248	2		TTC6	+
M	15563	16248	3		SKAP2	+
M	15563	16249	1		TTC6/PAX9	
M	15563	16249	2		TTC6	+
M	15563	16249	3		PAX9	+
M	15563	16251	1		TTC7B/HTRA3	
M	15563	16251	2		TTC7B	+
M	15563	16251	3		HTRA3	+
M	15563	16252	1		TTC7B/SLC35F4	
M	15563	16252	2		TTC7B	+
M	15563	16252	3		SLC35F4	+
M	15563	16253	1		TTC7B/RUNX1	
M	15563	16253	2		TTC7B	+
M	15563	16253	3		RUNX1	+
M	15563	16255	1		TTC9C/BSCL2	
M	15563	16255	2		TTC9C	+
M	15563	16255	3		BSCL2	+
M	15563	16256	1		TTI1/CFAP20DC	
M	15563	16256	2		TTI1	+
M	15563	16256	3		CFAP20DC	+
M	15563	16257	1		TTK/TMEM63B	
M	15563	16257	2		TTK	+
M	15563	16257	3		TMEM63B	+
M	15563	16259	1		TTLL1/MCAT	
M	15563	16259	2		TTLL1	+
M	15563	16259	3		MCAT	+
M	15563	16261	1		TTLL11/NDUFA8	
M	15563	16261	2		TTLL11	+
M	15563	16261	3		NDUFA8	+
M	15563	16262	1		TTLL12/USP39	
M	15563	16262	2		TTLL12	+
M	15563	16262	3		USP39	+
M	15563	16263	1		TTLL12/SCUBE1	
M	15563	16263	2		TTLL12	+
M	15563	16263	3		SCUBE1	+
M	15563	16266	1		TTLL5/JDP2	
M	15563	16266	2		TTLL5	+
M	15563	16266	3		JDP2	+
M	15563	16268	1		TTLL5/TCP11L2	
M	15563	16268	2		TTLL5	+
M	15563	16268	3		TCP11L2	+
M	15563	16269	1		TTLL5/EIF2B2	
M	15563	16269	2		TTLL5	+
M	15563	16269	3		EIF2B2	+
M	15563	16270	1		TTLL5/BATF	
M	15563	16270	2		TTLL5	+
M	15563	16270	3		BATF	+
M	15563	16271	1		TTLL5/RGS6	
M	15563	16271	2		TTLL5	+
M	15563	16271	3		RGS6	+
M	15563	16272	1		TTLL6/NOS2	
M	15563	16272	2		TTLL6	+
M	15563	16272	3		NOS2	+
M	15563	16275	1		TTR/TYK2	
M	15563	16275	2		TTR	+
M	15563	16275	3		TYK2	+
M	15563	16276	1		TTR/ARFGEF2	
M	15563	16276	2		TTR	+
M	15563	16276	3		ARFGEF2	+
M	15563	16277	1		TTYH3/C7orf50	
M	15563	16277	2		TTYH3	+
M	15563	16277	3		C7orf50	+
M	15563	16278	1		TTYH3/DDX27	
M	15563	16278	2		TTYH3	+
M	15563	16278	3		DDX27	+
M	15563	16279	1		TTYH3/ASPSCR1	
M	15563	16279	2		TTYH3	+
M	15563	16279	3		ASPSCR1	+
M	15563	16282	1		TUBA1C/TMEM116	
M	15563	16282	2		TUBA1C	+
M	15563	16282	3		TMEM116	+
M	15563	16284	1		TUBB3/TRPM5	
M	15563	16284	2		TUBB3	+
M	15563	16284	3		TRPM5	+
M	15563	16285	1		TUBB3/RSPRY1	
M	15563	16285	2		TUBB3	+
M	15563	16285	3		RSPRY1	+
M	15563	16287	1		TUBB6/OSBPL1A	
M	15563	16287	2		TUBB6	+
M	15563	16287	3		OSBPL1A	+
M	15563	16293	1		TUBD1/TIAF1	
M	15563	16293	2		TUBD1	+
M	15563	16293	3		TIAF1	+
M	15563	16296	1		TUBGCP2/SORBS1	
M	15563	16296	2		TUBGCP2	+
M	15563	16296	3		SORBS1	+
M	15563	16301	1		TUBGCP4/TMEM62	
M	15563	16301	2		TUBGCP4	+
M	15563	16301	3		TMEM62	+
M	15563	16302	1		TUBGCP5/TUT4	
M	15563	16302	2		TUBGCP5	+
M	15563	16302	3		TUT4	+
M	15563	16303	1		TUBGCP5/KCNU1	
M	15563	16303	2		TUBGCP5	+
M	15563	16303	3		KCNU1	+
M	15563	16304	1		TUBGCP6/PLXNB2	
M	15563	16304	2		TUBGCP6	+
M	15563	16304	3		PLXNB2	+
M	15563	16306	1		TUFT1/PKN2	
M	15563	16306	2		TUFT1	+
M	15563	16306	3		PKN2	+
M	15563	16307	1		TUFT1/KMT2E	
M	15563	16307	2		TUFT1	+
M	15563	16307	3		KMT2E	+
M	15563	16308	1		TULP3/C12orf57	
M	15563	16308	2		TULP3	+
M	15563	16308	3		C12orf57	+
M	15563	16309	1		TULP3/CCSER2	
M	15563	16309	2		TULP3	+
M	15563	16309	3		CCSER2	+
M	15563	16310	1		TULP3/UGCG	
M	15563	16310	2		TULP3	+
M	15563	16310	3		UGCG	+
M	15563	16311	1		TULP3/GGNBP2	
M	15563	16311	2		TULP3	+
M	15563	16311	3		GGNBP2	+
M	15563	16313	1		TULP4/SPSB4	
M	15563	16313	2		TULP4	+
M	15563	16313	3		SPSB4	+
M	15563	16316	1		TUSC2/RASSF1	
M	15563	16316	2		TUSC2	+
M	15563	16316	3		RASSF1	+
M	15563	16318	1		TUSC3/HOOK3	
M	15563	16318	2		TUSC3	+
M	15563	16318	3		HOOK3	+
M	15563	16321	1		TWF2/ALAS1	
M	15563	16321	2		TWF2	+
M	15563	16321	3		ALAS1	+
M	15563	16322	1		TWF2/WDR82	
M	15563	16322	2		TWF2	+
M	15563	16322	3		WDR82	+
M	15563	16324	1		TXLNB/PDLIM1	
M	15563	16324	2		TXLNB	+
M	15563	16324	3		PDLIM1	+
M	15563	16331	1		TXNDC15/TENM2	
M	15563	16331	2		TXNDC15	+
M	15563	16331	3		TENM2	+
M	15563	16334	1		TXNDC16/ARG2	
M	15563	16334	2		TXNDC16	+
M	15563	16334	3		ARG2	+
M	15563	16335	1		TXNDC17/YBX2	
M	15563	16335	2		TXNDC17	+
M	15563	16335	3		YBX2	+
M	15563	16336	1		TXNDC5/RREB1	
M	15563	16336	2		TXNDC5	+
M	15563	16336	3		RREB1	+
M	15563	16338	1		TXNRD1/SLC41A2	
M	15563	16338	2		TXNRD1	+
M	15563	16338	3		SLC41A2	+
M	15563	16339	1		TXNRD1/LAMTOR3	
M	15563	16339	2		TXNRD1	+
M	15563	16339	3		LAMTOR3	+
M	15563	16342	1		TXNRD1/GLT8D2	
M	15563	16342	2		TXNRD1	+
M	15563	16342	3		GLT8D2	+
M	15563	16343	1		TXNRD2/RTN4R	
M	15563	16343	2		TXNRD2	+
M	15563	16343	3		RTN4R	+
M	15563	16344	1		TXNRD2/EVX1	
M	15563	16344	2		TXNRD2	+
M	15563	16344	3		EVX1	+
M	15563	16347	1		TYK2/TMEM205	
M	15563	16347	2		TYK2	+
M	15563	16347	3		TMEM205	+
M	15563	16348	1		TYK2/SYMPK	
M	15563	16348	2		TYK2	+
M	15563	16348	3		SYMPK	+
M	15563	16350	1		TYMS/YES1	
M	15563	16350	2		TYMS	+
M	15563	16350	3		YES1	+
M	15563	16352	1		TYW1/GALNT17	
M	15563	16352	2		TYW1	+
M	15563	16352	3		GALNT17	+
M	15563	16354	1		TYW1/TRA2A	
M	15563	16354	2		TYW1	+
M	15563	16354	3		TRA2A	+
M	15563	16357	1		UACA/PTPN6	
M	15563	16357	2		UACA	+
M	15563	16357	3		PTPN6	+
M	15563	16362	1		UAP1/NOS1AP	
M	15563	16362	2		UAP1	+
M	15563	16362	3		NOS1AP	+
M	15563	16364	1		UBA1/ELK3	
M	15563	16364	2		UBA1	+
M	15563	16364	3		ELK3	+
M	15563	16366	1		UBA2/GPI	
M	15563	16366	2		UBA2	+
M	15563	16366	3		GPI	+
M	15563	16367	1		UBA2/MIER2	
M	15563	16367	2		UBA2	+
M	15563	16367	3		MIER2	+
M	15563	16369	1		UBA6/TMPRSS11D	
M	15563	16369	2		UBA6	+
M	15563	16369	3		TMPRSS11D	+
M	15563	16370	1		UBA6/CCNA2	
M	15563	16370	2		UBA6	+
M	15563	16370	3		CCNA2	+
M	15563	16372	1		UBAC1/SHANK2	
M	15563	16372	2		UBAC1	+
M	15563	16372	3		SHANK2	+
M	15563	16374	1		UBAC2/ASNS	
M	15563	16374	2		UBAC2	+
M	15563	16374	3		ASNS	+
M	15563	16376	1		UBAC2/SARM1	
M	15563	16376	2		UBAC2	+
M	15563	16376	3		SARM1	+
M	15563	16378	1		UBALD2/FMN1	
M	15563	16378	2		UBALD2	+
M	15563	16378	3		FMN1	+
M	15563	16379	1		UBALD2/ZNF710	
M	15563	16379	2		UBALD2	+
M	15563	16379	3		ZNF710	+
M	15563	16381	1		UBAP1/ADAMTSL1	
M	15563	16381	2		UBAP1	+
M	15563	16381	3		ADAMTSL1	+
M	15563	16382	1		UBAP1/UNC13B	
M	15563	16382	2		UBAP1	+
M	15563	16382	3		UNC13B	+
M	15563	16383	1		UBAP1/UBE2R2	
M	15563	16383	2		UBAP1	+
M	15563	16383	3		UBE2R2	+
M	15563	16384	1		UBAP2/LINGO2	
M	15563	16384	2		UBAP2	+
M	15563	16384	3		LINGO2	+
M	15563	16387	1		UBAP2/SLC26A7	
M	15563	16387	2		UBAP2	+
M	15563	16387	3		SLC26A7	+
M	15563	16393	1		UBASH3A/SFTA2	
M	15563	16393	2		UBASH3A	+
M	15563	16393	3		SFTA2	+
M	15563	16394	1		UBASH3B/GRIK4	
M	15563	16394	2		UBASH3B	+
M	15563	16394	3		GRIK4	+
M	15563	16395	1		UBB/STARD9	
M	15563	16395	2		UBB	+
M	15563	16395	3		STARD9	+
M	15563	16396	1		UBE2D1/MFSD11	
M	15563	16396	2		UBE2D1	+
M	15563	16396	3		MFSD11	+
M	15563	16399	1		UBE2D2/CTNNA1	
M	15563	16399	2		UBE2D2	+
M	15563	16399	3		CTNNA1	+
M	15563	16400	1		UBE2D2/ARHGAP26	
M	15563	16400	2		UBE2D2	+
M	15563	16400	3		ARHGAP26	+
M	15563	16401	1		UBE2D3/CA10	
M	15563	16401	2		UBE2D3	+
M	15563	16401	3		CA10	+
M	15563	16402	1		UBE2D3/GSTCD	
M	15563	16402	2		UBE2D3	+
M	15563	16402	3		GSTCD	+
M	15563	16404	1		UBE2E1/RAB14	
M	15563	16404	2		UBE2E1	+
M	15563	16404	3		RAB14	+
M	15563	16405	1		UBE2E2/SEMA3A	
M	15563	16405	2		UBE2E2	+
M	15563	16405	3		SEMA3A	+
M	15563	16407	1		UBE2E2/ZNF385D	
M	15563	16407	2		UBE2E2	+
M	15563	16407	3		ZNF385D	+
M	15563	16409	1		UBE2F/RAMP1	
M	15563	16409	2		UBE2F	+
M	15563	16409	3		RAMP1	+
M	15563	16411	1		UBE2G1/PPIL2	
M	15563	16411	2		UBE2G1	+
M	15563	16411	3		PPIL2	+
M	15563	16412	1		UBE2G2/SON	
M	15563	16412	2		UBE2G2	+
M	15563	16412	3		SON	+
M	15563	16413	1		UBE2G2/ABCG1	
M	15563	16413	2		UBE2G2	+
M	15563	16413	3		ABCG1	+
M	15563	16415	1		UBE2H/LMX1A	
M	15563	16415	2		UBE2H	+
M	15563	16415	3		LMX1A	+
M	15563	16416	1		UBE2H/ZC3HC1	
M	15563	16416	2		UBE2H	+
M	15563	16416	3		ZC3HC1	+
M	15563	16422	1		UBE2K/SLC9B2	
M	15563	16422	2		UBE2K	+
M	15563	16422	3		SLC9B2	+
M	15563	16423	1		UBE2K/LIAS	
M	15563	16423	2		UBE2K	+
M	15563	16423	3		LIAS	+
M	15563	16424	1		UBE2K/G3BP2	
M	15563	16424	2		UBE2K	+
M	15563	16424	3		G3BP2	+
M	15563	16425	1		UBE2K/FAM216B	
M	15563	16425	2		UBE2K	+
M	15563	16425	3		FAM216B	+
M	15563	16426	1		UBE2O/SSH2	
M	15563	16426	2		UBE2O	+
M	15563	16426	3		SSH2	+
M	15563	16428	1		UBE2Q1/MYO7A	
M	15563	16428	2		UBE2Q1	+
M	15563	16428	3		MYO7A	+
M	15563	16433	1		UBE2R2/NFX1	
M	15563	16433	2		UBE2R2	+
M	15563	16433	3		NFX1	+
M	15563	16435	1		UBE2R2/ACO1	
M	15563	16435	2		UBE2R2	+
M	15563	16435	3		ACO1	+
M	15563	16436	1		UBE2R2/FOCAD	
M	15563	16436	2		UBE2R2	+
M	15563	16436	3		FOCAD	+
M	15563	16437	1		UBE2R2/ITLN1	
M	15563	16437	2		UBE2R2	+
M	15563	16437	3		ITLN1	+
M	15563	16439	1		UBE2Z/MRPL45	
M	15563	16439	2		UBE2Z	+
M	15563	16439	3		MRPL45	+
M	15563	16442	1		UBE3A/DTWD1	
M	15563	16442	2		UBE3A	+
M	15563	16442	3		DTWD1	+
M	15563	16443	1		UBE3A/MYO5C	
M	15563	16443	2		UBE3A	+
M	15563	16443	3		MYO5C	+
M	15563	16444	1		UBE3B/GNS	
M	15563	16444	2		UBE3B	+
M	15563	16444	3		GNS	+
M	15563	16445	1		UBE3C/GBX1	
M	15563	16445	2		UBE3C	+
M	15563	16445	3		GBX1	+
M	15563	16446	1		UBE3C/FAF1	
M	15563	16446	2		UBE3C	+
M	15563	16446	3		FAF1	+
M	15563	16448	1		UBE3D/SERPINB1	
M	15563	16448	2		UBE3D	+
M	15563	16448	3		SERPINB1	+
M	15563	16449	1		UBE4A/INSC	
M	15563	16449	2		UBE4A	+
M	15563	16449	3		INSC	+
M	15563	16451	1		UBE4B/PDPN	
M	15563	16451	2		UBE4B	+
M	15563	16451	3		PDPN	+
M	15563	16453	1		UBE4B/PLEKHG5	
M	15563	16453	2		UBE4B	+
M	15563	16453	3		PLEKHG5	+
M	15563	16457	1		UBL3/CDK8	
M	15563	16457	2		UBL3	+
M	15563	16457	3		CDK8	+
M	15563	16458	1		UBL3/SUCLA2	
M	15563	16458	2		UBL3	+
M	15563	16458	3		SUCLA2	+
M	15563	16462	1		UBLCP1/CSNK1A1	
M	15563	16462	2		UBLCP1	+
M	15563	16462	3		CSNK1A1	+
M	15563	16466	1		UBP1/SLC24A3	
M	15563	16466	2		UBP1	+
M	15563	16466	3		SLC24A3	+
M	15563	16467	1		UBP1/MAP4	
M	15563	16467	2		UBP1	+
M	15563	16467	3		MAP4	+
M	15563	16468	1		UBQLN1/NAV3	
M	15563	16468	2		UBQLN1	+
M	15563	16468	3		NAV3	+
M	15563	16472	1		UBR2/CDKAL1	
M	15563	16472	2		UBR2	+
M	15563	16472	3		CDKAL1	+
M	15563	16473	1		UBR2/MED20	
M	15563	16473	2		UBR2	+
M	15563	16473	3		MED20	+
M	15563	16474	1		UBR2/KANK2	
M	15563	16474	2		UBR2	+
M	15563	16474	3		KANK2	+
M	15563	16477	1		UBR2/BYSL	
M	15563	16477	2		UBR2	+
M	15563	16477	3		BYSL	+
M	15563	16479	1		UBR4/ALB	
M	15563	16479	2		UBR4	+
M	15563	16479	3		ALB	+
M	15563	16481	1		UBR4/C1QC	
M	15563	16481	2		UBR4	+
M	15563	16481	3		C1QC	+
M	15563	16484	1		UBR5/ODF1	
M	15563	16484	2		UBR5	+
M	15563	16484	3		ODF1	+
M	15563	16485	1		UBR5/TRAF3	
M	15563	16485	2		UBR5	+
M	15563	16485	3		TRAF3	+
M	15563	16487	1		UBTD2/C5orf58	
M	15563	16487	2		UBTD2	+
M	15563	16487	3		C5orf58	+
M	15563	16489	1		UBTF/FOXP1	
M	15563	16489	2		UBTF	+
M	15563	16489	3		FOXP1	+
M	15563	16490	1		UBTF/CA10	
M	15563	16490	2		UBTF	+
M	15563	16490	3		CA10	+
M	15563	16493	1		UBXN2B/PHF3	
M	15563	16493	2		UBXN2B	+
M	15563	16493	3		PHF3	+
M	15563	16495	1		UBXN6/ABHD6	
M	15563	16495	2		UBXN6	+
M	15563	16495	3		ABHD6	+
M	15563	16497	1		UCHL5/C1orf112	
M	15563	16497	2		UCHL5	+
M	15563	16497	3		C1orf112	+
M	15563	16498	1		UCK2/TBX19	
M	15563	16498	2		UCK2	+
M	15563	16498	3		TBX19	+
M	15563	16499	1		UCK2/CD37	
M	15563	16499	2		UCK2	+
M	15563	16499	3		CD37	+
M	15563	16500	1		UCK2/MRPL9	
M	15563	16500	2		UCK2	+
M	15563	16500	3		MRPL9	+
M	15563	16505	1		UEVLD/PRMT3	
M	15563	16505	2		UEVLD	+
M	15563	16505	3		PRMT3	+
M	15563	16506	1		UFSP2/CCDC110	
M	15563	16506	2		UFSP2	+
M	15563	16506	3		CCDC110	+
M	15563	16507	1		UFSP2/EPHA4	
M	15563	16507	2		UFSP2	+
M	15563	16507	3		EPHA4	+
M	15563	16508	1		UGCG/DNAJC25	
M	15563	16508	2		UGCG	+
M	15563	16508	3		DNAJC25	+
M	15563	16513	1		UGGT2/GPC5	
M	15563	16513	2		UGGT2	+
M	15563	16513	3		GPC5	+
M	15563	16514	1		UGGT2/TRPC4	
M	15563	16514	2		UGGT2	+
M	15563	16514	3		TRPC4	+
M	15563	16516	1		UGP2/PLEKHM3	
M	15563	16516	2		UGP2	+
M	15563	16516	3		PLEKHM3	+
M	15563	16517	1		UGT1A3/FGG	
M	15563	16517	2		UGT1A3	+
M	15563	16517	3		FGG	+
M	15563	16518	1		UGT1A3/CCT5	
M	15563	16518	2		UGT1A3	+
M	15563	16518	3		CCT5	+
M	15563	16519	1		UGT2B4/MTHFD2L	
M	15563	16519	2		UGT2B4	+
M	15563	16519	3		MTHFD2L	+
M	15563	16521	1		UHRF1/ACTA2	
M	15563	16521	2		UHRF1	+
M	15563	16521	3		ACTA2	+
M	15563	16525	1		UHRF1BP1L/TRHDE	
M	15563	16525	2		UHRF1BP1L	+
M	15563	16525	3		TRHDE	+
