MolClin	RefNo	InvNo	OrderNo	Prefix	Gene	Suffix
M	15563	16526	1		UHRF1BP1L/ATP23	
M	15563	16526	2		UHRF1BP1L	+
M	15563	16526	3		ATP23	+
M	15563	16527	1		UHRF1BP1L/ZDHHC17	
M	15563	16527	2		UHRF1BP1L	+
M	15563	16527	3		ZDHHC17	+
M	15563	16529	1		UHRF1BP1L/CACNG3	
M	15563	16529	2		UHRF1BP1L	+
M	15563	16529	3		CACNG3	+
M	15563	16532	1		UHRF2/OLFM1	
M	15563	16532	2		UHRF2	+
M	15563	16532	3		OLFM1	+
M	15563	16533	1		UIMC1/PJA2	
M	15563	16533	2		UIMC1	+
M	15563	16533	3		PJA2	+
M	15563	16536	1		UIMC1/MXD3	
M	15563	16536	2		UIMC1	+
M	15563	16536	3		MXD3	+
M	15563	16539	1		ULK1/TCTN1	
M	15563	16539	2		ULK1	+
M	15563	16539	3		TCTN1	+
M	15563	16543	1		ULK1/SFSWAP	
M	15563	16543	2		ULK1	+
M	15563	16543	3		SFSWAP	+
M	15563	16546	1		ULK4/PRIMPOL	
M	15563	16546	2		ULK4	+
M	15563	16546	3		PRIMPOL	+
M	15563	16547	1		ULK4/FBXO44	
M	15563	16547	2		ULK4	+
M	15563	16547	3		FBXO44	+
M	15563	16550	1		UMPS/ERC2	
M	15563	16550	2		UMPS	+
M	15563	16550	3		ERC2	+
M	15563	16553	1		UNC13B/PRELID3A	
M	15563	16553	2		UNC13B	+
M	15563	16553	3		PRELID3A	+
M	15563	16554	1		UNC13B/UBE2R2	
M	15563	16554	2		UNC13B	+
M	15563	16554	3		UBE2R2	+
M	15563	16558	1		UNC13D/FBF1	
M	15563	16558	2		UNC13D	+
M	15563	16558	3		FBF1	+
M	15563	16560	1		UNC45A/BLM	
M	15563	16560	2		UNC45A	+
M	15563	16560	3		BLM	+
M	15563	16561	1		UNC45A/RALGAPB	
M	15563	16561	2		UNC45A	+
M	15563	16561	3		RALGAPB	+
M	15563	16562	1		UNC45A/MAN2A2	
M	15563	16562	2		UNC45A	+
M	15563	16562	3		MAN2A2	+
M	15563	16565	1		UNC5B/ADAP2	
M	15563	16565	2		UNC5B	+
M	15563	16565	3		ADAP2	+
M	15563	16567	1		UNC79/LHFPL6	
M	15563	16567	2		UNC79	+
M	15563	16567	3		LHFPL6	+
M	15563	16568	1		UNC79/BRF1	
M	15563	16568	2		UNC79	+
M	15563	16568	3		BRF1	+
M	15563	16569	1		UNK/TMEM94	
M	15563	16569	2		UNK	+
M	15563	16569	3		TMEM94	+
M	15563	16572	1		UNK/SPOP	
M	15563	16572	2		UNK	+
M	15563	16572	3		SPOP	+
M	15563	16573	1		UNK/RNF157	
M	15563	16573	2		UNK	+
M	15563	16573	3		RNF157	+
M	15563	16575	1		UNK/C1QTNF1	
M	15563	16575	2		UNK	+
M	15563	16575	3		C1QTNF1	+
M	15563	16578	1		UNK/ITGB4	
M	15563	16578	2		UNK	+
M	15563	16578	3		ITGB4	+
M	15563	16580	1		UNKL/DIP2B	
M	15563	16580	2		UNKL	+
M	15563	16580	3		DIP2B	+
M	15563	16582	1		UPF1/CRTC1	
M	15563	16582	2		UPF1	+
M	15563	16582	3		CRTC1	+
M	15563	16584	1		UPK2/SUPT16H	
M	15563	16584	2		UPK2	+
M	15563	16584	3		SUPT16H	+
M	15563	16585	1		UPP1/NCALD	
M	15563	16585	2		UPP1	+
M	15563	16585	3		NCALD	+
M	15563	16588	1		UQCC1/RBM39	
M	15563	16588	2		UQCC1	+
M	15563	16588	3		RBM39	+
M	15563	16590	1		UQCC1/MRPS35	
M	15563	16590	2		UQCC1	+
M	15563	16590	3		MRPS35	+
M	15563	16594	1		UQCC1/SHISA4	
M	15563	16594	2		UQCC1	+
M	15563	16594	3		SHISA4	+
M	15563	16595	1		UQCRC1/PRKAR2A	
M	15563	16595	2		UQCRC1	+
M	15563	16595	3		PRKAR2A	+
M	15563	16598	1		UQCRC2/CYB5RL	
M	15563	16598	2		UQCRC2	+
M	15563	16598	3		CYB5RL	+
M	15563	16600	1		URGCP/UPP1	
M	15563	16600	2		URGCP	+
M	15563	16600	3		UPP1	+
M	15563	16601	1		URI1/PLEKHF1	
M	15563	16601	2		URI1	+
M	15563	16601	3		PLEKHF1	+
M	15563	16602	1		URI1/C19orf12	
M	15563	16602	2		URI1	+
M	15563	16602	3		C19orf12	+
M	15563	16603	1		URI1/VSTM2B	
M	15563	16603	2		URI1	+
M	15563	16603	3		VSTM2B	+
M	15563	16604	1		URI1/RHPN2	
M	15563	16604	2		URI1	+
M	15563	16604	3		RHPN2	+
M	15563	16605	1		URI1/ZNF383	
M	15563	16605	2		URI1	+
M	15563	16605	3		ZNF383	+
M	15563	16606	1		URI1/CHD4	
M	15563	16606	2		URI1	+
M	15563	16606	3		CHD4	+
M	15563	16607	1		URI1/FOXA3	
M	15563	16607	2		URI1	+
M	15563	16607	3		FOXA3	+
M	15563	16608	1		URI1/IFNL1	
M	15563	16608	2		URI1	+
M	15563	16608	3		IFNL1	+
M	15563	16609	1		URI1/KCNIP4	
M	15563	16609	2		URI1	+
M	15563	16609	3		KCNIP4	+
M	15563	16610	1		URI1/PEPD	
M	15563	16610	2		URI1	+
M	15563	16610	3		PEPD	+
M	15563	16611	1		URI1/RYR1	
M	15563	16611	2		URI1	+
M	15563	16611	3		RYR1	+
M	15563	16612	1		URI1/XRCC1	
M	15563	16612	2		URI1	+
M	15563	16612	3		XRCC1	+
M	15563	16613	1		URI1/SLC35F1	
M	15563	16613	2		URI1	+
M	15563	16613	3		SLC35F1	+
M	15563	16614	1		URM1/AOPEP	
M	15563	16614	2		URM1	+
M	15563	16614	3		AOPEP	+
M	15563	16615	1		URM1/TP53BP1	
M	15563	16615	2		URM1	+
M	15563	16615	3		TP53BP1	+
M	15563	16616	1		USB1/CX3CL1	
M	15563	16616	2		USB1	+
M	15563	16616	3		CX3CL1	+
M	15563	16617	1		USB1/DRC7	
M	15563	16617	2		USB1	+
M	15563	16617	3		DRC7	+
M	15563	16618	1		USF1/UCK2	
M	15563	16618	2		USF1	+
M	15563	16618	3		UCK2	+
M	15563	16619	1		USF2/CLASRP	
M	15563	16619	2		USF2	+
M	15563	16619	3		CLASRP	+
M	15563	16620	1		USF2/ZNF30	
M	15563	16620	2		USF2	+
M	15563	16620	3		ZNF30	+
M	15563	16623	1		USP10/CDH13	
M	15563	16623	2		USP10	+
M	15563	16623	3		CDH13	+
M	15563	16624	1		USP10/KIFC3	
M	15563	16624	2		USP10	+
M	15563	16624	3		KIFC3	+
M	15563	16626	1		USP12/LNX2	
M	15563	16626	2		USP12	+
M	15563	16626	3		LNX2	+
M	15563	16627	1		USP12/NXF3	
M	15563	16627	2		USP12	+
M	15563	16627	3		NXF3	+
M	15563	16630	1		USP13/KCNMB2	
M	15563	16630	2		USP13	+
M	15563	16630	3		KCNMB2	+
M	15563	16631	1		USP14/NOL4	
M	15563	16631	2		USP14	+
M	15563	16631	3		NOL4	+
M	15563	16632	1		USP14/THOC1	
M	15563	16632	2		USP14	+
M	15563	16632	3		THOC1	+
M	15563	16635	1		USP15/DPY19L2	
M	15563	16635	2		USP15	+
M	15563	16635	3		DPY19L2	+
M	15563	16636	1		USP15/PRRC2C	
M	15563	16636	2		USP15	+
M	15563	16636	3		PRRC2C	+
M	15563	16637	1		USP15/CPSF6	
M	15563	16637	2		USP15	+
M	15563	16637	3		CPSF6	+
M	15563	16639	1		USP15/SRGAP1	
M	15563	16639	2		USP15	+
M	15563	16639	3		SRGAP1	+
M	15563	16641	1		USP16/ACSS3	
M	15563	16641	2		USP16	+
M	15563	16641	3		ACSS3	+
M	15563	16642	1		USP18/YWHAH	
M	15563	16642	2		USP18	+
M	15563	16642	3		YWHAH	+
M	15563	16644	1		USP22/RNF167	
M	15563	16644	2		USP22	+
M	15563	16644	3		RNF167	+
M	15563	16650	1		USP25/CYYR1	
M	15563	16650	2		USP25	+
M	15563	16650	3		CYYR1	+
M	15563	16651	1		USP25/CAPN3	
M	15563	16651	2		USP25	+
M	15563	16651	3		CAPN3	+
M	15563	16652	1		USP25/DZIP3	
M	15563	16652	2		USP25	+
M	15563	16652	3		DZIP3	+
M	15563	16654	1		USP3/TLN2	
M	15563	16654	2		USP3	+
M	15563	16654	3		TLN2	+
M	15563	16655	1		USP3/HERC1	
M	15563	16655	2		USP3	+
M	15563	16655	3		HERC1	+
M	15563	16656	1		USP30/STAB2	
M	15563	16656	2		USP30	+
M	15563	16656	3		STAB2	+
M	15563	16658	1		USP31/ERI2	
M	15563	16658	2		USP31	+
M	15563	16658	3		ERI2	+
M	15563	16659	1		USP31/RHD	
M	15563	16659	2		USP31	+
M	15563	16659	3		RHD	+
M	15563	16660	1		USP31/ELAVL2	
M	15563	16660	2		USP31	+
M	15563	16660	3		ELAVL2	+
M	15563	16661	1		USP31/SNRNP25	
M	15563	16661	2		USP31	+
M	15563	16661	3		SNRNP25	+
M	15563	16662	1		USP31/PRKCB	
M	15563	16662	2		USP31	+
M	15563	16662	3		PRKCB	+
M	15563	16663	1		USP32/SPANXN4	
M	15563	16663	2		USP32	+
M	15563	16663	3		SPANXN4	+
M	15563	16665	1		USP32/EXOSC5	
M	15563	16665	2		USP32	+
M	15563	16665	3		EXOSC5	+
M	15563	16667	1		USP33/CDK12	
M	15563	16667	2		USP33	+
M	15563	16667	3		CDK12	+
M	15563	16668	1		USP33/WASHC3	
M	15563	16668	2		USP33	+
M	15563	16668	3		WASHC3	+
M	15563	16669	1		USP34/C2orf74	
M	15563	16669	2		USP34	+
M	15563	16669	3		C2orf74	+
M	15563	16674	1		USP34/CCDC117	
M	15563	16674	2		USP34	+
M	15563	16674	3		CCDC117	+
M	15563	16675	1		USP34/ZNF2	
M	15563	16675	2		USP34	+
M	15563	16675	3		ZNF2	+
M	15563	16676	1		USP34/KDM4B	
M	15563	16676	2		USP34	+
M	15563	16676	3		KDM4B	+
M	15563	16677	1		USP34/CCT4	
M	15563	16677	2		USP34	+
M	15563	16677	3		CCT4	+
M	15563	16678	1		USP34/GKN1	
M	15563	16678	2		USP34	+
M	15563	16678	3		GKN1	+
M	15563	16679	1		USP34/KIAA1841	
M	15563	16679	2		USP34	+
M	15563	16679	3		KIAA1841	+
M	15563	16680	1		USP35/CHRDL2	
M	15563	16680	2		USP35	+
M	15563	16680	3		CHRDL2	+
M	15563	16686	1		USP37/NHEJ1	
M	15563	16686	2		USP37	+
M	15563	16686	3		NHEJ1	+
M	15563	16687	1		USP38/RIT2	
M	15563	16687	2		USP38	+
M	15563	16687	3		RIT2	+
M	15563	16689	1		USP38/TMEM154	
M	15563	16689	2		USP38	+
M	15563	16689	3		TMEM154	+
M	15563	16690	1		USP39/REEP1	
M	15563	16690	2		USP39	+
M	15563	16690	3		REEP1	+
M	15563	16693	1		USP39/GGCX	
M	15563	16693	2		USP39	+
M	15563	16693	3		GGCX	+
M	15563	16695	1		USP39/VAMP8	
M	15563	16695	2		USP39	+
M	15563	16695	3		VAMP8	+
M	15563	16696	1		USP4/RHOA	
M	15563	16696	2		USP4	+
M	15563	16696	3		RHOA	+
M	15563	16697	1		USP4/SCRIB	
M	15563	16697	2		USP4	+
M	15563	16697	3		SCRIB	+
M	15563	16698	1		USP4/CCDC13	
M	15563	16698	2		USP4	+
M	15563	16698	3		CCDC13	+
M	15563	16699	1		USP4/BBOX1	
M	15563	16699	2		USP4	+
M	15563	16699	3		BBOX1	+
M	15563	16703	1		USP43/FYB2	
M	15563	16703	2		USP43	+
M	15563	16703	3		FYB2	+
M	15563	16704	1		USP43/TMEM116	
M	15563	16704	2		USP43	+
M	15563	16704	3		TMEM116	+
M	15563	16705	1		USP45/ASCC3	
M	15563	16705	2		USP45	+
M	15563	16705	3		ASCC3	+
M	15563	16706	1		USP45/RIOK1	
M	15563	16706	2		USP45	+
M	15563	16706	3		RIOK1	+
M	15563	16707	1		USP46/PDGFRA	
M	15563	16707	2		USP46	+
M	15563	16707	3		PDGFRA	+
M	15563	16708	1		USP47/RRAS2	
M	15563	16708	2		USP47	+
M	15563	16708	3		RRAS2	+
M	15563	16709	1		USP47/GALNT18	
M	15563	16709	2		USP47	+
M	15563	16709	3		GALNT18	+
M	15563	16710	1		USP48/MAN1C1	
M	15563	16710	2		USP48	+
M	15563	16710	3		MAN1C1	+
M	15563	16711	1		USP48/KALRN	
M	15563	16711	2		USP48	+
M	15563	16711	3		KALRN	+
M	15563	16712	1		USP48/PSMA8	
M	15563	16712	2		USP48	+
M	15563	16712	3		PSMA8	+
M	15563	16713	1		USP48/SELENON	
M	15563	16713	2		USP48	+
M	15563	16713	3		SELENON	+
M	15563	16714	1		USP48/INA	
M	15563	16714	2		USP48	+
M	15563	16714	3		INA	+
M	15563	16715	1		USP48/HSPG2	
M	15563	16715	2		USP48	+
M	15563	16715	3		HSPG2	+
M	15563	16720	1		USP49/APOBEC2	
M	15563	16720	2		USP49	+
M	15563	16720	3		APOBEC2	+
M	15563	16724	1		USP53/NAA16	
M	15563	16724	2		USP53	+
M	15563	16724	3		NAA16	+
M	15563	16726	1		USP54/ADK	
M	15563	16726	2		USP54	+
M	15563	16726	3		ADK	+
M	15563	16727	1		USP54/DNAJB12	
M	15563	16727	2		USP54	+
M	15563	16727	3		DNAJB12	+
M	15563	16728	1		USP54/TSPAN15	
M	15563	16728	2		USP54	+
M	15563	16728	3		TSPAN15	+
M	15563	16729	1		USP54/PSMA6	
M	15563	16729	2		USP54	+
M	15563	16729	3		PSMA6	+
M	15563	16730	1		USP54/AP3M1	
M	15563	16730	2		USP54	+
M	15563	16730	3		AP3M1	+
M	15563	16731	1		USP6NL/VPS26A	
M	15563	16731	2		USP6NL	+
M	15563	16731	3		VPS26A	+
M	15563	16733	1		USP6NL/ANKRD16	
M	15563	16733	2		USP6NL	+
M	15563	16733	3		ANKRD16	+
M	15563	16736	1		USP6NL/PREP	
M	15563	16736	2		USP6NL	+
M	15563	16736	3		PREP	+
M	15563	16737	1		USP6NL/UPF2	
M	15563	16737	2		USP6NL	+
M	15563	16737	3		UPF2	+
M	15563	16738	1		USP7/SMARCA2	
M	15563	16738	2		USP7	+
M	15563	16738	3		SMARCA2	+
M	15563	16741	1		USP8/CCDC171	
M	15563	16741	2		USP8	+
M	15563	16741	3		CCDC171	+
M	15563	16742	1		USP8/ADAMTSL3	
M	15563	16742	2		USP8	+
M	15563	16742	3		ADAMTSL3	+
M	15563	16743	1		USP8/TSPAN3	
M	15563	16743	2		USP8	+
M	15563	16743	3		TSPAN3	+
M	15563	16744	1		USP9X/CD244	
M	15563	16744	2		USP9X	+
M	15563	16744	3		CD244	+
M	15563	16745	1		USP9X/MAPKAPK5	
M	15563	16745	2		USP9X	+
M	15563	16745	3		MAPKAPK5	+
M	15563	16748	1		USP9X/ATP6AP2	
M	15563	16748	2		USP9X	+
M	15563	16748	3		ATP6AP2	+
M	15563	16749	1		USP9X/RBBP7	
M	15563	16749	2		USP9X	+
M	15563	16749	3		RBBP7	+
M	15563	16750	1		USP9X/ZNF692	
M	15563	16750	2		USP9X	+
M	15563	16750	3		ZNF692	+
M	15563	16751	1		USP9X/BLVRB	
M	15563	16751	2		USP9X	+
M	15563	16751	3		BLVRB	+
M	15563	16753	1		USP9Y/ERC1	
M	15563	16753	2		USP9Y	+
M	15563	16753	3		ERC1	+
M	15563	16755	1		USPL1/RB1	
M	15563	16755	2		USPL1	+
M	15563	16755	3		RB1	+
M	15563	16756	1		UTP18/KCTD17	
M	15563	16756	2		UTP18	+
M	15563	16756	3		KCTD17	+
M	15563	16757	1		UTP20/SCYL2	
M	15563	16757	2		UTP20	+
M	15563	16757	3		SCYL2	+
M	15563	16759	1		UTP6/SLC13A5	
M	15563	16759	2		UTP6	+
M	15563	16759	3		SLC13A5	+
M	15563	16760	1		UTP6/BCAS3	
M	15563	16760	2		UTP6	+
M	15563	16760	3		BCAS3	+
M	15563	16761	1		UTRN/PLAGL1	
M	15563	16761	2		UTRN	+
M	15563	16761	3		PLAGL1	+
M	15563	16762	1		UTRN/HMGA2	
M	15563	16762	2		UTRN	+
M	15563	16762	3		HMGA2	+
M	15563	16763	1		UTRN/ARFGEF3	
M	15563	16763	2		UTRN	+
M	15563	16763	3		ARFGEF3	+
M	15563	16764	1		UTRN/HEBP2	
M	15563	16764	2		UTRN	+
M	15563	16764	3		HEBP2	+
M	15563	16765	1		UTRN/ECT2L	
M	15563	16765	2		UTRN	+
M	15563	16765	3		ECT2L	+
M	15563	16766	1		UTRN/EIF4G3	
M	15563	16766	2		UTRN	+
M	15563	16766	3		EIF4G3	+
M	15563	16767	1		UTRN/TBC1D31	
M	15563	16767	2		UTRN	+
M	15563	16767	3		TBC1D31	+
M	15563	16768	1		UTRN/AIG1	
M	15563	16768	2		UTRN	+
M	15563	16768	3		AIG1	+
M	15563	16769	1		UTRN/MMADHC	
M	15563	16769	2		UTRN	+
M	15563	16769	3		MMADHC	+
M	15563	16770	1		UTRN/LYRM4	
M	15563	16770	2		UTRN	+
M	15563	16770	3		LYRM4	+
M	15563	16771	1		UTRN/PRKN	
M	15563	16771	2		UTRN	+
M	15563	16771	3		PRKN	+
M	15563	16772	1		UTRN/LAMB4	
M	15563	16772	2		UTRN	+
M	15563	16772	3		LAMB4	+
M	15563	16773	1		UTRN/OSTF1	
M	15563	16773	2		UTRN	+
M	15563	16773	3		OSTF1	+
M	15563	16774	1		UTRN/WIF1	
M	15563	16774	2		UTRN	+
M	15563	16774	3		WIF1	+
M	15563	16775	1		UTRN/SGK1	
M	15563	16775	2		UTRN	+
M	15563	16775	3		SGK1	+
M	15563	16776	1		UVRAG/SHANK2	
M	15563	16776	2		UVRAG	+
M	15563	16776	3		SHANK2	+
M	15563	16779	1		UVRAG/CMPK1	
M	15563	16779	2		UVRAG	+
M	15563	16779	3		CMPK1	+
M	15563	16780	1		UVRAG/PACRG	
M	15563	16780	2		UVRAG	+
M	15563	16780	3		PACRG	+
M	15563	16781	1		UVRAG/PCBD1	
M	15563	16781	2		UVRAG	+
M	15563	16781	3		PCBD1	+
M	15563	16784	1		UVRAG/SLCO2B1	
M	15563	16784	2		UVRAG	+
M	15563	16784	3		SLCO2B1	+
M	15563	16787	1		UVRAG/NOM1	
M	15563	16787	2		UVRAG	+
M	15563	16787	3		NOM1	+
M	15563	16789	1		UVRAG/MS4A8	
M	15563	16789	2		UVRAG	+
M	15563	16789	3		MS4A8	+
M	15563	16792	1		UVRAG/OTUB1	
M	15563	16792	2		UVRAG	+
M	15563	16792	3		OTUB1	+
M	15563	16795	1		UVRAG/ACER3	
M	15563	16795	2		UVRAG	+
M	15563	16795	3		ACER3	+
M	15563	16796	1		UVSSA/MAEA	
M	15563	16796	2		UVSSA	+
M	15563	16796	3		MAEA	+
M	15563	16797	1		UXS1/ECRG4	
M	15563	16797	2		UXS1	+
M	15563	16797	3		ECRG4	+
M	15563	16798	1		UXS1/TMEM241	
M	15563	16798	2		UXS1	+
M	15563	16798	3		TMEM241	+
M	15563	16804	1		VAC14/HYDIN	
M	15563	16804	2		VAC14	+
M	15563	16804	3		HYDIN	+
M	15563	16805	1		VAMP1/CHD4	
M	15563	16805	2		VAMP1	+
M	15563	16805	3		CHD4	+
M	15563	16806	1		VAMP1/CD27	
M	15563	16806	2		VAMP1	+
M	15563	16806	3		CD27	+
M	15563	16807	1		VAMP3/SCAF4	
M	15563	16807	2		VAMP3	+
M	15563	16807	3		SCAF4	+
M	15563	16808	1		VAMP4/MYRFL	
M	15563	16808	2		VAMP4	+
M	15563	16808	3		MYRFL	+
M	15563	16810	1		VAPA/METTL4	
M	15563	16810	2		VAPA	+
M	15563	16810	3		METTL4	+
M	15563	16811	1		VAPA/RAB31	
M	15563	16811	2		VAPA	+
M	15563	16811	3		RAB31	+
M	15563	16812	1		WAPL/MMRN2	
M	15563	16812	2		WAPL	+
M	15563	16812	3		MMRN2	+
M	15563	16813	1		WAPL/SIAE	
M	15563	16813	2		WAPL	+
M	15563	16813	3		SIAE	+
M	15563	16815	1		VAPB/BCL2L1	
M	15563	16815	2		VAPB	+
M	15563	16815	3		BCL2L1	+
M	15563	16816	1		VAPB/CDH12	
M	15563	16816	2		VAPB	+
M	15563	16816	3		CDH12	+
M	15563	16817	1		VAPB/PKIA	
M	15563	16817	2		VAPB	+
M	15563	16817	3		PKIA	+
M	15563	16819	1		VARS1/HSPA1L	
M	15563	16819	2		VARS1	+
M	15563	16819	3		HSPA1L	+
M	15563	16821	1		WARS1/EPB41L4B	
M	15563	16821	2		WARS1	+
M	15563	16821	3		EPB41L4B	+
M	15563	16823	1		WARS1/UTRN	
M	15563	16823	2		WARS1	+
M	15563	16823	3		UTRN	+
M	15563	16826	1		WARS2/NTNG1	
M	15563	16826	2		WARS2	+
M	15563	16826	3		NTNG1	+
M	15563	16827	1		WARS2/TMEM87B	
M	15563	16827	2		WARS2	+
M	15563	16827	3		TMEM87B	+
M	15563	16829	1		WARS2/ZAR1	
M	15563	16829	2		WARS2	+
M	15563	16829	3		ZAR1	+
M	15563	16830	1		WARS2/DLG2	
M	15563	16830	2		WARS2	+
M	15563	16830	3		DLG2	+
M	15563	16832	1		WARS2/RPF1	
M	15563	16832	2		WARS2	+
M	15563	16832	3		RPF1	+
M	15563	16833	1		WASF1/SLC41A3	
M	15563	16833	2		WASF1	+
M	15563	16833	3		SLC41A3	+
M	15563	16834	1		WASF2/VANGL1	
M	15563	16834	2		WASF2	+
M	15563	16834	3		VANGL1	+
M	15563	16835	1		WASF2/ACOT7	
M	15563	16835	2		WASF2	+
M	15563	16835	3		ACOT7	+
M	15563	16837	1		WASF2/TMEM222	
M	15563	16837	2		WASF2	+
M	15563	16837	3		TMEM222	+
M	15563	16838	1		WASF2/IFI6	
M	15563	16838	2		WASF2	+
M	15563	16838	3		IFI6	+
M	15563	16841	1		WASF3/CDK8	
M	15563	16841	2		WASF3	+
M	15563	16841	3		CDK8	+
M	15563	16842	1		WASF3/ATP8A2	
M	15563	16842	2		WASF3	+
M	15563	16842	3		ATP8A2	+
M	15563	16843	1		WASL/FEZF1	
M	15563	16843	2		WASL	+
M	15563	16843	3		FEZF1	+
M	15563	16845	1		VASP/C1orf87	
M	15563	16845	2		VASP	+
M	15563	16845	3		C1orf87	+
M	15563	16847	1		VAT1/COL5A1	
M	15563	16847	2		VAT1	+
M	15563	16847	3		COL5A1	+
M	15563	16848	1		VAT1/BCAS3	
M	15563	16848	2		VAT1	+
M	15563	16848	3		BCAS3	+
M	15563	16849	1		VAT1/CTNND1	
M	15563	16849	2		VAT1	+
M	15563	16849	3		CTNND1	+
M	15563	16850	1		VAV1/C1orf198	
M	15563	16850	2		VAV1	+
M	15563	16850	3		C1orf198	+
M	15563	16851	1		VAV2/RXRA	
M	15563	16851	2		VAV2	+
M	15563	16851	3		RXRA	+
M	15563	16852	1		VAV2/BRD3	
M	15563	16852	2		VAV2	+
M	15563	16852	3		BRD3	+
M	15563	16853	1		VAV2/FNBP1	
M	15563	16853	2		VAV2	+
M	15563	16853	3		FNBP1	+
M	15563	16857	1		VAX2/UBE3D	
M	15563	16857	2		VAX2	+
M	15563	16857	3		UBE3D	+
M	15563	16858	1		VAX2/PAIP2B	
M	15563	16858	2		VAX2	+
M	15563	16858	3		PAIP2B	+
M	15563	16861	1		WBP11/LGR5	
M	15563	16861	2		WBP11	+
M	15563	16861	3		LGR5	+
M	15563	16863	1		WBP1L/SFXN2	
M	15563	16863	2		WBP1L	+
M	15563	16863	3		SFXN2	+
M	15563	16864	1		WBP1L/ADTRP	
M	15563	16864	2		WBP1L	+
M	15563	16864	3		ADTRP	+
M	15563	16865	1		WBP1L/ARL3	
M	15563	16865	2		WBP1L	+
M	15563	16865	3		ARL3	+
M	15563	16866	1		WBP1L/ADAMTS2	
M	15563	16866	2		WBP1L	+
M	15563	16866	3		ADAMTS2	+
M	15563	16867	1		WBP1L/TRIM8	
M	15563	16867	2		WBP1L	+
M	15563	16867	3		TRIM8	+
M	15563	16870	1		GALNT17/AUTS2	
M	15563	16870	2		GALNT17	+
M	15563	16870	3		AUTS2	+
M	15563	16872	1		VCAN/GABRA5	
M	15563	16872	2		VCAN	+
M	15563	16872	3		GABRA5	+
M	15563	16877	1		VCL/LRMDA	
M	15563	16877	2		VCL	+
M	15563	16877	3		LRMDA	+
M	15563	16878	1		VCL/SFXN2	
M	15563	16878	2		VCL	+
M	15563	16878	3		SFXN2	+
M	15563	16879	1		VCP/FAM214B	
M	15563	16879	2		VCP	+
M	15563	16879	3		FAM214B	+
M	15563	16882	1		VDAC2/NEO1	
M	15563	16882	2		VDAC2	+
M	15563	16882	3		NEO1	+
M	15563	16883	1		WDFY1/NYAP2	
M	15563	16883	2		WDFY1	+
M	15563	16883	3		NYAP2	+
M	15563	16884	1		WDFY1/PARD3B	
M	15563	16884	2		WDFY1	+
M	15563	16884	3		PARD3B	+
M	15563	16885	1		WDFY2/FOXO1	
M	15563	16885	2		WDFY2	+
M	15563	16885	3		FOXO1	+
M	15563	16886	1		WDFY3/HNRNPD	
M	15563	16886	2		WDFY3	+
M	15563	16886	3		HNRNPD	+
M	15563	16887	1		WDFY3/PLAGL1	
M	15563	16887	2		WDFY3	+
M	15563	16887	3		PLAGL1	+
M	15563	16888	1		WDHD1/DLGAP5	
M	15563	16888	2		WDHD1	+
M	15563	16888	3		DLGAP5	+
M	15563	16890	1		WDPCP/SERTAD2	
M	15563	16890	2		WDPCP	+
M	15563	16890	3		SERTAD2	+
M	15563	16891	1		WDR11/PDLIM1	
M	15563	16891	2		WDR11	+
M	15563	16891	3		PDLIM1	+
M	15563	16895	1		WDR20/LRP10	
M	15563	16895	2		WDR20	+
M	15563	16895	3		LRP10	+
M	15563	16896	1		WDR20/GET3	
M	15563	16896	2		WDR20	+
M	15563	16896	3		GET3	+
M	15563	16897	1		WDR20/DYNC1H1	
M	15563	16897	2		WDR20	+
M	15563	16897	3		DYNC1H1	+
M	15563	16898	1		WDR20/PPP2R5C	
M	15563	16898	2		WDR20	+
M	15563	16898	3		PPP2R5C	+
M	15563	16899	1		WDR20/LGALS2	
M	15563	16899	2		WDR20	+
M	15563	16899	3		LGALS2	+
M	15563	16900	1		WDR25/MAST2	
M	15563	16900	2		WDR25	+
M	15563	16900	3		MAST2	+
M	15563	16901	1		WDR34/NDUFV1	
M	15563	16901	2		WDR34	+
M	15563	16901	3		NDUFV1	+
M	15563	16905	1		WDR37/PCDH12	
M	15563	16905	2		WDR37	+
M	15563	16905	3		PCDH12	+
M	15563	16906	1		WDR37/AHNAK	
M	15563	16906	2		WDR37	+
M	15563	16906	3		AHNAK	+
M	15563	16913	1		WDR55/PAIP2	
M	15563	16913	2		WDR55	+
M	15563	16913	3		PAIP2	+
M	15563	16914	1		WDR59/AARSD1	
M	15563	16914	2		WDR59	+
M	15563	16914	3		AARSD1	+
M	15563	16916	1		WDR59/KARS1	
M	15563	16916	2		WDR59	+
M	15563	16916	3		KARS1	+
M	15563	16917	1		WDR59/CHST5	
M	15563	16917	2		WDR59	+
M	15563	16917	3		CHST5	+
M	15563	16918	1		WDR59/CFDP1	
M	15563	16918	2		WDR59	+
M	15563	16918	3		CFDP1	+
M	15563	16919	1		WDR59/KIFC3	
M	15563	16919	2		WDR59	+
M	15563	16919	3		KIFC3	+
M	15563	16920	1		WDR59/CDH11	
M	15563	16920	2		WDR59	+
M	15563	16920	3		CDH11	+
M	15563	16921	1		WDR6/CPNE8	
M	15563	16921	2		WDR6	+
M	15563	16921	3		CPNE8	+
M	15563	16924	1		WDR62/LRFN3	
M	15563	16924	2		WDR62	+
M	15563	16924	3		LRFN3	+
M	15563	16925	1		WDR62/TRAPPC6A	
M	15563	16925	2		WDR62	+
M	15563	16925	3		TRAPPC6A	+
M	15563	16927	1		WDR70/AGXT2	
