gene_name
LOK
LRRK1
LRRK2
LTK
LYK5
LYN
LZK
MAK
MAP2K1
MAP2K1PS
MAP2K2
MAP2K2PS
MAP2K3
MAP2K4
MAP2K5
MAP2K6
MAP2K7
MAP3K1
MAP3K10
MAP3K11
MAP3K12
MAP3K13
MAP3K14
MAP3K15
MAP3K2
MAP3K3
MAP3K4
MAP3K5
MAP3K6
MAP3K7
MAP3K8
MAP3K9
MAP4K1
MAP4K2
MAP4K3
MAP4K4
MAP4K5
MAPK1
MAPK10
MAPK11
MAPK12
MAPK13
MAPK14
MAPK15
MAPK3
MAPK4
MAPK6
MAPK7
MAPK8
MAPK9
MAPKAPK2
MAPKAPK3
MAPKAPK5
MAPKAPKPS1
MARK1
MARK2
MARK3
MARK4
MARKPS01
MARKPS02
MARKPS03
MARKPS04
MARKPS05
MARKPS07
MARKPS08
MARKPS09
MARKPS10
MARKPS11
MARKPS12
MARKPS13
MARKPS15
MARKPS16
MARKPS17
MARKPS18
MARKPS19
MARKPS20
MARKPS21
MARKPS22
MARKPS23
MARKPS24
MARKPS25
MARKPS26
MARKPS27
MARKPS28
MARKPS29
MARKPS30
MAST1
MAST2
MAST3
MAST4
MASTL
MATK
MELK
MER
MERTK
MET
MGC16169
MGC42105
MINK
MINK1
MISR2
MKNK1
MKNK2
MLCK
MLK1
MLK2
MLK3
MLK4
MLKL
MNK1
MNK1PS
MNK2
MOK
MOS
MPSK1
MPSK1PS
MRCKA
MRCKB
MRCKPS
MSK1
MSK2
MSSK1
MST1
MST1R
MST2
MST3
MST3PS
MST4
MUSK
MYLK
MYLK2
MYO3A
MYO3B
MYT1
NDR1
NDR2
NEK1
NEK10
NEK11
NEK2
NEK2PS1
NEK2PS2
NEK2PS3
NEK3
NEK4
NEK4PS
NEK5
NEK6
NEK7
NEK8
NEK9
NIK
NIM1
NLK
NPR1
NPR2
NRBP1
NRBP2
NRK
NTRK1
NTRK2
NTRK3
NUAK1
NUAK2
NUAK1
NUAK2
OBSCN
OSR1
OXSR1
OBSCN
PAK1
PAK2
PAK2PS
PAK3
PAK4
PAK5
PAK6
PAK7
PASK
PBK
PCTAIRE1
PCTAIRE2
PCTAIRE3
PCTK1
PCTK2
PCTK3
PDGFRA
PDGFRB
PDGFRA
PDGFRB
PDHK1
PDHK2
PDHK3
PDHK4
PDIK1L
PDK1
PDK2
PDK3
PDK4
PDPK1
PEK
PFTAIRE1
PFTAIRE2
PFTK1
PHKG1
PHKG2
PHKG1
PHKG1PS1
PHKG1PS2
PHKG1PS3
PHKG2
PIK3R4
PIM1
PIM2
PIM3
PINK1
PITSLRE
PKACA
PKACB
PKACG
PKCA
PKCB
PKCD
PKCE
PKCG
PKCH
PKCI
PKCIPS
PKCT
PKCZ
PKD1
PKD2
PKD3
PKG1
PKG2
PKMYT1
PKN1
PKN2
PKN3
PKR
PLK1
PLK1PS1
PLK1PS2
PLK2
PLK3
PLK4
PNCK
PRKAA1
PRKAA2
PRKACA
PRKACB
PRKACG
PRKCA
PRKCB1
PRKCD
PRKCE
PRKCG
PRKCH
PRKCI
PRKCQ
PRKCZ
PRKD1
PRKD2
PRKD3
PRKDC
PRKG1
PRKG2
PRKX
PRKXPS
PRKY
PRP4
PRP4PS
PRPF4B
PRPK
PSKH1
PSKH1PS
PSKH2
PTK2
PTK2B
PTK6
PTK7
PXK
PYK2
QIK
QSK
RAF1
RAF1PS
RAGE
RET
RHOK
RIOK1
RIOK2
RIOK3
RIOK3PS
RIPK1
RIPK2
RIPK3
RIPK4
RIPK5
RNASEL
RNASEL
ROCK1
ROCK2
RON
ROR1
ROR2
ROS
ROS1
RP11-145H9.1
RP6-213H19.1
RPS6KA1
RPS6KA2
RPS6KA3
RPS6KA4
RPS6KA5
RPS6KA6
RPS6KB1
RPS6KB2
RPS6KC1
RPS6KL1
RSK1
RSK2
RSK3
RSK4
RSKL1
RSKL2
RYK
RYKPS
SAKPS
SBK
SBK1
SCYL1
SCYL2
SCYL2PS
SCYL3
SGK
SGK1
SGK2
SGK3
SIK
SLK
SMG1
SNF1LK
SNF1LK2
SNRK
SPEG
SRC
SRM
SRMS
SRPK1
SRPK2
SRPK2PS
SRPK3
SSTK
STK10
STK11
STK16
STK17A
STK17B
STK19
STK24
STK25
STK3
STK31
STK32A
STK32B
STK32C
STK33
STK33PS
STK35
STK36
STK38
STK38L
STK39
STK4
STK40
STLK3
STLK5
STLK6
STLK6-RS
STLK6PS1
STYK1
SYK
SGK050PS
SGK069
SGK071
SGK085
SGK110
SGK196
SGK223
SGK269
SGK288
SGK307
SGK384PS
SGK396
SGK424
SGK493
SGK494
SGK495
SGK496
SLOB
SURTK106
TAF1
TAF1L
TAK1
TAO1
TAO2
TAO3
TAOK1
TAOK2
TAOK3
TBCK
TBK1
TEC
TEK
TESK1
TESK2
TEX14
TGFBR1
TGFBR2
TGFBR1
TGFBR2
TIE1
TIE2
TIF1A
TIF1B
TIF1G
TLK1
TLK1PS
TLK2
TLK2PS1
TLK2PS2
TNIK
TNK1
TNK2
TNNI3K
TP53RK
TRIB1
TRIB2
TRIB3
TRIM24
TRIM28
TRIM33
TRIO
TRKA
TRKB
TRKC
TRPM6
TRPM7
TRRAP
TSSK1
TSSK1B
TSSK2
TSSK3
TSSK4
TSSK6
TSSKPS1
TSSKPS2
TTBK1
TTBK2
TTK
TTN
TXK
TYK2
TYRO3
TYRO3PS
TRAD
TRB1
TRB2
TRB3
TRIO
UHMK1
ULK1
ULK2
ULK3
ULK4
VACAMKL
VRK1
VRK2
VRK3
VRK3PS
WEE1
WNK1
WNK2
WNK3
WNK4
WEE1
WEE1B
WEE1BPS
WEE1PS1
WEE1PS2
WNK1
WNK2
WNK3
WNK4
YANK1
YANK2
YANK3
YES
YES1
YESPS
YSK1
YSK4
ZAK
ZAP70
CAMLCK
EEF2K
P38A
P38B
P38D
P38G
P70S6K
P70S6KB
P70S6KPS1
P70S6KPS2
SKMLCK
SMMLCK
